Message,Status,Department
assallamualaikum wr wb kepada yth bapak ganjar pranowo selaku bapak gubernur jawa tengah saya ingin bertanya kepada bapak dan mohon dengan sangat jawaban dari bapak agar saya lebih tahu dan jelas tentang kinerja aparat desa saya yaitu desa jagapura kec kersana kab brebes di desa saya didirikan pabrik garmen n sablon bahkan rencana akan dibangun pabrik sepatu yg jual beli nya sudah pembayaran tinggal pembangunannya saja untuk yg pabrik sepatu yang berdiri diatas tanah pabrik itu sebenarnya masih lahan hijau dan masih sangat bagus untuk pertanian memang petani yg hak milik sawah yg menjual n menerima uangnya tp dibalik transaksi itu yg jadi calo makelarnya ada campur tangan aparat desa jg yg saya tahu kalo lahan hijau yg masih bs buat pertanian kan tidak bisa buat industri bangunan pabrik melainkan cuma bs digunakan untuk pendidikan dan kesehatan yang ke kalo saya jalan sore sama anak n istri di balaidesa lain terpampang tulisan dana desa dari pemerintah berikut penggunaan dana desa tersebut sehingga masyarakat desa bisa tahu n ada bukti pembangunannya dari dana desa karena aparatnya transparan pada masyarakat tapi kenapa di desa saya tidak ada penjelasan dana desa yg transparan seperti desa yg lain pak n jalan utama desa saya rusak pun tidak ada perbaikan bahkan kemajuan desa saya pun biasa saja tidak ada perubahan seperti desa yg dulu tertinggal jauh dari desa saya dan letaknya pun terpencil jauh dari keramaian seperti desa saya apa karena desa saya tidak pernah mendapatkan dana bantuan dari pemerintah atau memang seluruh perangkat desa dari mulai kepala desa dan bawahannya yg tidak mau masyarakat tahu tentang anggaran desa untuk menutupi korupsi mereka mohon dengan hormat agar bapak menjawab kegalauan saya selama ini untuk kemajuan desa saya pak dan mohon kroscek aparatur desa nya pak barangkali benar dugaan kami masyarakat desa jagapura kec kersana kab brebes bahwa aparat desa kami korup semua terima kasih atas waktu dan perhatian serta jawaban bapak gubernur ganjar pranowo semoga sukses selalu pak n tetap semangat dalam memberantas aparat yg korupsi mulai dari desa sampai propinsi n harapan saya negara ini jauh dari mafia korupsi ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamualaikum met siang sy warga krajan rt rw desa taraban kec paguyangan mau berbagi informasi hari ini senin januari mendatangi kantor kecamatan paguyangan utk menanyakan pembuatan e ktp sy sdh mengajukan surat pindah dan sdh mendapatkan surat keterangan pengganti sementara e ktp bulan nofember namun tadi sy tanyakan e ktp sy ternyata belum jadi dg alasan klasik belum ada blangko sedangkan kemarin wkt ada kunjungan gubernur tgl januari mendadak ada pembuatan e ktp serentak dan ada blangko nya yang sy mau tanyakan kenapa bgtu ada sidak gubernur kok blangko e ktp mendadak ada tolong di informasikan ke dinas kependudukan dan catatan sipil kab brebes kenapa pembuatan e ktp buat warga yg sdh mengajukan justru sdh berbulan bulan bahkan sdh tahunan blm juga jadi e ktp nya tolong buat dinas dukcapil kab brebes spy profesional dlm pembuatan e ktp jangan alasan klasik tdk ada blangko menjadi alasan terus semoga dinas dukcapil kab brebes lebih profesional lagi terima kasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjar tolong untuk wilayah brebes diperhatikan perangkat pemerintahannya disini sangat sulit sekali hanya ingin mendapatkan ektp sana sini pungli rela desak an berangkat jam malam hanya untuk mengantri perekaman ktp yang entah kapan jadinya bnyak yang setahun dua tahun tidak kunjung jadi ya alllahh sya mewakili msyarakat sipil lainnya sangat mengeluhkan iniii,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
saya sebagai warga brebes bangga punya pemimpin gubernur spt pak ganjar dan presiden spt bpk jokowi tapi sayang didaerah kami keluhkan susahnya mengurus identitas e ktp yg selalu belangko kosong mohon tinjauanya pak gubernur save brebes prihatin e ktp ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamualaikum met siang sy warga krajan rt rw desa taraban kec paguyangan mau berbagi informasi hari ini senin januari mendatangi kantor kecamatan paguyangan utk menanyakan pembuatan e ktp sy sdh mengajukan surat pindah dan sdh mendapatkan surat keterangan pengganti sementara e ktp bulan nofember namun tadi sy tanyakan e ktp sy ternyata belum jadi dg alasan klasik belum ada blangko sedangkan kemarin wkt ada kunjungan gubernur tgl januari mendadak ada pembuatan e ktp serentak dan ada blangko nya yang sy mau tanyakan kenapa bgtu ada sidak gubernur kok blangko e ktp mendadak ada tolong di informasikan ke dinas kependudukan dan catatan sipil kab brebes kenapa pembuatan e ktp buat warga yg sdh mengajukan justru sdh berbulan bulan bahkan sdh tahunan blm juga jadi e ktp nya tolong buat dinas dukcapil kab brebes spy profesional dlm pembuatan e ktp jangan alasan klasik tdk ada blangko menjadi alasan terus semoga dinas dukcapil kab brebes lebih profesional lagi terima kasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjar sebelumnya saya minta maaf saya telah lancang saya mohon ini jalan di desa saya bangbayang girang menuju bangbayang hilir rusak parah pak jadi saya mohon perhatian nya dr pemerintah untuk memperbaiki jalan di desa saya ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak saya warga losari brebes th bulan februari lalu terjadi banjir bandang dan sampai sekarang tanggul sungai cisanggarung belum juga di benerin saya mohon kepada bapak gubernur untuk memperbaikinya karna rasa trauma kami belum juga hilang,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar yang terhormat dengan ini saya ingin menyampaikan keluhan saya perihal kinerja dukcapil brebes khususnya kec songgom mohon di evaluasi saya melakukan data record ktp sejak desember sampai detik ini blm ada kbr mohon tindak lanjutnya pak saya membuat ktp karena saya hanya menjalankan kewajiwajiban sbg warga negara yg baik tp kok sulit atau bahkan cenderung di persulit ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
ass wr wb maaf ni pak menggangu waktu a sebentar saya mewakili masyarakat brebes khusus a desa ciduwet kec ketanggungan ini langsung ke inti permasalahan a pak kalau bikin ktp g bisa langsung jadi kadang harus menunggu bulan kadang sampai tahun itu pun baru jadi tapi masih di mintain biaya rb kadang klo pingin cepat sehari bayar a rb padahal ktp itu sangat penting apa lagi buat saya yg notaris a orang perantau saya minta tolong khusus a sama bpk gubernur tolong berantas oknum pungli di capil brebes sekian terima kasih ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
ganjar pranowo mungkin njenengan berkenan untuk mengetahui hal ini pakde sangat miris jalanan provinsi salem menuju bumiayau semakin ambles serta matrial longsor yang retakanaya kurang lebih luasnya hktar sudah mulai ambles harap berhati hati melewatinya semoga pemerintah semakin tanggap n serius melihat jalan yang semakin mempriihatinkan soalna salah satu akes menuju kabupaten serta warga sekitar yang cemas,Selesai,dinas pekerjaan umum bina marga cipta karya
pak jalan yang dari brebes mau ke bumiayu banyak yang rusak tolong dibenerin ya,Selesai,dinas pekerjaan umum bina marga cipta karya
pak gimana nasib ektp yg sampai sekarang ga jadi saya dari losari brebes sudah tahun bikin ektp tapi belum jadi juga tolong ditindak pak karena ktp itu kan penting terimakasih pak ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
coba pak gubernur tim tmmd tsb turun ke desa pandansari kecamatan paguyangan kabupaten brebes untuk memperbaiki jalan utama dari desa pandansari menuju desa igirklanceng agar terkoneksi dari wisata kaligua ke arah wisata guci tegal terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
pak jalur selatan larangan songgom rusak parah lubangnya sangat bahaya monggo di liat pak biar bapak tau begtu bahayanya jalan itu apa lagi jika pake mtr mlm hari ,Selesai,dinas pekerjaan umum bina marga cipta karya
kantor kecamatan ketanggungan sangat lambat dan ada masalah dalam pencetakan kk,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjar pranowo untuk jalan provinsi didaerah bumiayu rusak dan berlubang mohon sekiranya bisa diperbaiki terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
saya sedang mengajukan proses surat keterangan pindah kependudukan dari daerah asal ke jakarta untuk membuat kk baru namun prosesnya lama sekali karena pertama kali jadi berkasnya ada data salah alamat kemudian proses ulang juga salah lagi sampai sekarang belum ada kejelasan kapan bisa selesai dengan data yang benar,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjar pranowo jalan jatibarang brebes sebelum masuk terlangu lobang nya ngeri mohon lbh di perhatikan lagi ,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat pagi bpk ganjar pranowo gubernur jawa tengah saya warno saya mau mengadu kan tentang pembikinan mengurus ktp kk di wilalah brebes kelurahan gegerkunci kecamatan songgom kabupaten brebes jawa tengah semua masyarakat di kelurahan gegerkunci sangat susah mengurus ktp kk jawaban pihak kecamatan selalu bilang mesinnya erorr aku kasihan dengan sodaraku masyarakat lainnya yg bolak balik ngurus ktp kk tidak jadi jadi tolong pak gubernur agar segera di tinjau,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
malem pak mau laporan jalan jatibarang brebes sebelum masuk terlangu lobang nya dalem pak bahaya banget klo pas ujan mohon cpt di perbaiki,Selesai,dinas pekerjaan umum bina marga cipta karya
bapak ganjar yang mulia dn semoga di muliakan allah jlan provinsi jalur bumiayu majenang masih ada beberapa kilo meter yg belum diselesaikan mohon di periode ke ini bpk berkenan menyelesaikannya dengan sempurna karena itu jalan provinsi yg mrnghubungkn antara kabupatrn biar menyatu menjadi ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pak gub di kec kersana kab brebes anak saya mengajukan permohonan ktp baru x gagal blm bs di proses dg alasan alat error masyarakt jg kesal dg pelayanan yg tdk produktif tlg benahi pak ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
siang pak pak saya dari kelurhan adisana kec bumiayu kab brebess mau menyapai kan keluhan soal ktp pak massa punya saudara saya sudah bertahun tahun lom juga di cetakk kta y dari pihak kecamatan bilang blakoooo trus alasan yaaaa,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak wilayah bumiayu brebes tolong di cek banyak lubang di jalan yang menyebabkan banyak kecelakaan kasihan yang berkendara di jalan,Selesai,dinas pekerjaan umum bina marga cipta karya
mas ganjarpranowo jalan pejagan bumiayu sepanjang pinggir sungai banyak yg berlubang jalan sempit jadi susah menghindar ,Selesai,dinas pekerjaan umum bina marga cipta karya
jalur utama cirebon purwokerto rusak parah cornya amblas sebelah banyak lubang kedalaman sampe cm sangat berbahaya tolong di tinjau tolong kasih tau ke pemda brebes mohon bantuan bapak ganjar yg terhormat mengingat sebentar lagi mudik lebaran thk,Selesai,dinas pekerjaan umum bina marga cipta karya
pak ganjar saya mau bertanya apakah apbdes bisa di sah kan oleh bpd sementara apbdes dari dana desa ada beberapa yang belum di kerjakan dan nominal nya juga besar terimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
salam hormat pak gubernur ganjar berdasarkan hasil rapat apbdes th desa tambakserang kec bantarkawung kab brebes saya selaku ketua bpd menolak tandatangan pengesahan apbdes karena ada beberapa titik pekerjaan dari apbdes yg belum di selesaikan sehingga di indikasi merugikan keuangan negara adapun ttik tsb pembuatan badan jalan tambakserang kampungbaru padat karya hanya di kerjakan senilai kurang lebih jt dari pagu anggaran jt pembuatan badan jalan limbangan karangtengah padat karya hanya di kerjakan senilai jt dr pagu anggaran jt rabat sheet kampungbaru kekurangan volume dari nilai pagu anggaran jt bku dukuh pasir senilai jt saya berharap pak gub untuk memerintahkan instansi terkait agar ada penyelesaian nya salam hormat dan terimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
losari hadir pak tlng jln pantura diperbaiki pak apa lagi jalur pantura selatan ketanggungn larangan songgom tlng diperbaiki jlnnya rusak parah ,Selesai,dinas pekerjaan umum bina marga cipta karya
yth bp gubernur jawa tengah bp ganjar pranowo mohon perhatian dan realisasi dr pihak terkait trhdp jln desa prapag kidul kec losari kab brebes jateng,Selesai,dinas pekerjaan umum bina marga cipta karya
jalan pantura brebes masih pada rusak ora rata dalane karo tambalan kapan enake pantura brebes pak,Selesai,dinas pekerjaan umum bina marga cipta karya
perubahan status di e ktp dr september sampe skarang belum jadi alasan blangko dll,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
aslm pak gub tolong jalan pantura losari brebes banyak lobang tolong cpt di perbaiki,Selesai,dinas pekerjaan umum bina marga cipta karya
pak ganjarpranowo sudah lihat dan meninjau lubang lubang di jalan pantura brebes khsusunya daerah saya bekerja di daerah tanjung losari setiap lubang bisa menelan korban jiwa loh pak lubang biasanya hanya di tambal aspal kena hujan sorenya lubang lagi sgt tdk efisien ,Selesai,dinas pekerjaan umum bina marga cipta karya
 ganjar pranowo pak mohon jalan yg dr arah purwokerto ke arah jabar lewat bumiayu brebes jalannya rusak parah banyak lubang besar dan dalam mohon segera di perbaiki gih pak maturnuwun ,Selesai,dinas pekerjaan umum bina marga cipta karya
pak ganjar pranowo punten sangat jln perbatasan jawa barat k jawa tengah rusak tambalan rusak kembali dr jembatan perbatasan kecipir tengguli pasar tanjung pejagan hingga k arah brebes ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pak gubernur saya abdul muchlis perwakilan mahasiswa bumiayu mau lapor jalan raya brebes selatan bumiayu jalan lingkar sudah pada rusak berlobang parah kami rakyat minta bantuanya pak karna sangat berbahaya bagi pengguna motor terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
jalan utama dari exit tol pejagan menuju ke purwokerto banjarnegara bumiayu yogyakarta tepatnya di jalan daerah larangan brebes bumiayu mengalami rusakan lubang yang besar dalam di jalan cor an maupun aspal mohon koordinasikan kepada pihak terkait dan untuk segera dilakukan tindakan perbaikan ,Selesai,dinas pekerjaan umum bina marga cipta karya
la jembatan x keruh loragung kandang serang kpn pak ktnya bulan mau di bangun darurat tpi ko sampe sekarang blum ada tanda pak,Selesai,dinas pekerjaan umum bina marga cipta karya
mohon untuk meminta audit penggunaan dana desa dari tahun adanya indikasi korupsi berupa komitmen fee dari sejumlah kontraktor atau proyek pembangunan desa grinting yang dilakukan oleh kepala desa beserta aparat desa sangat mencolok ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
lapor pak mesin perekaman ktp elektronik di kecamatan bulakamba rusak mohon di ganti kasihan orang bolak balik di kerjain tok emange bolak balik ora pake biaya belum yg kerja harus cuti belum yg perantauan bolak balik ternyata masih rusak ini yg rusak mesinnya apa orangnya gunanya ktp elektronik untuk memangkas biaya bukannya nambah biaya ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
 ganjar pranowo jalan pantura brebes banyak yg berlubang dan bergelombang pak bahaya untuk pengendara motor,Selesai,dinas pekerjaan umum bina marga cipta karya
